longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,rooms_per_household,bedrooms_per_room,population_per_household
-115.56,32.79,18,1178,438,1377,429,1.3373,58300,2.745920745920746,0.37181663837011886,3.2097902097902096
-115.56,32.78,46,2511,490,1583,469,3.0603,70800,5.353944562899787,0.19514137793707687,3.375266524520256
-115.56,32.78,35,1185,202,615,191,4.6154,86200,6.204188481675392,0.17046413502109706,3.2198952879581153
-115.56,32.78,29,1568,283,848,245,3.1597,76200,6.4,0.18048469387755103,3.4612244897959186
-115.56,32.76,15,1278,217,653,185,4.4821,140300,6.908108108108108,0.1697965571205008,3.5297297297297296
-115.57,32.85,33,1365,269,825,250,3.2396,62300,5.46,0.19706959706959706,3.3
-115.57,32.85,17,1039,256,728,246,1.7411,63500,4.223577235772358,0.24639076034648702,2.959349593495935
-115.57,32.84,29,1207,301,804,288,1.9531,61100,4.190972222222222,0.24937862468931235,2.7916666666666665
-115.57,32.83,31,1494,289,959,284,3.5282,67500,5.26056338028169,0.1934404283801874,3.3767605633802815
-115.57,32.8,16,2276,594,1184,513,1.875,93800,4.436647173489279,0.2609841827768014,2.3079922027290447
-115.57,32.79,34,1152,208,621,208,3.6042,73600,5.538461538461538,0.18055555555555555,2.985576923076923
-115.57,32.78,20,1534,235,871,222,6.2715,97200,6.90990990990991,0.15319426336375488,3.9234234234234235
-115.57,32.78,15,1413,279,803,277,4.3021,87500,5.101083032490974,0.19745222929936307,2.898916967509025
-115.58,33.88,21,1161,282,724,186,3.1827,71700,6.241935483870968,0.24289405684754523,3.89247311827957
-115.58,32.81,5,805,143,458,143,4.475,96300,5.629370629370629,0.17763975155279504,3.202797202797203
-115.58,32.81,10,1088,203,533,201,3.6597,87500,5.412935323383085,0.18658088235294118,2.6517412935323383
-115.58,32.79,14,1687,507,762,451,1.6635,64400,3.740576496674058,0.3005334914048607,1.689578713968958
-115.58,32.78,5,2494,414,1416,421,5.7843,110100,5.923990498812351,0.16599839615076184,3.3634204275534443
-115.59,32.85,20,1608,274,862,248,4.875,90800,6.483870967741935,0.17039800995024876,3.475806451612903
-115.59,32.79,8,2183,307,1000,287,6.3814,159900,7.606271777003484,0.14063215758131012,3.484320557491289
-115.59,32.69,30,935,177,649,148,2.5769,94400,6.3175675675675675,0.1893048128342246,4.385135135135135
-115.6,33.2,37,709,187,390,142,2.4511,72500,4.992957746478873,0.2637517630465444,2.7464788732394365
-115.6,32.87,3,1629,317,1005,312,4.1293,83200,5.221153846153846,0.19459791282995703,3.2211538461538463
-115.62,33.04,20,1121,244,766,230,2.2969,62000,4.873913043478261,0.21766280107047278,3.3304347826086955
-115.62,33.04,17,1009,231,745,217,2.0463,61200,4.649769585253456,0.22893954410307235,3.4331797235023043
-115.64,32.8,23,1228,235,569,235,3.1667,125000,5.225531914893617,0.19136807817589577,2.421276595744681
-115.69,32.79,18,1564,340,1161,343,2.1792,55200,4.559766763848397,0.21739130434782608,3.3848396501457727
-115.72,32.75,16,348,99,123,54,2.0938,87500,6.444444444444445,0.28448275862068967,2.2777777777777777
-115.73,33.36,19,749,238,476,169,1.7727,50000,4.431952662721893,0.3177570093457944,2.8165680473372783
-115.73,33.35,23,1586,448,338,182,1.2132,30000,8.714285714285714,0.28247162673392184,1.8571428571428572
-115.73,33.09,27,452,103,258,61,2.9,87500,7.409836065573771,0.22787610619469026,4.229508196721311
-115.73,32.8,44,472,81,206,57,2.2083,93800,8.280701754385966,0.1716101694915254,3.6140350877192984
-115.8,33.26,2,96,18,30,16,5.3374,47500,6.0,0.1875,1.875
-115.84,33.49,20,1660,379,637,250,2.0347,68900,6.64,0.2283132530120482,2.548
-115.85,34.2,34,3868,1257,890,423,1.3571,41000,9.14420803782506,0.3249741468459152,2.104018912529551
-115.88,32.93,15,208,49,51,20,4.0208,32500,10.4,0.23557692307692307,2.55
-115.9,33.34,19,1210,248,329,155,1.7857,62800,7.806451612903226,0.2049586776859504,2.1225806451612903
-115.91,33.36,15,459,95,160,73,0.922,67500,6.287671232876712,0.20697167755991286,2.191780821917808
-115.93,35.55,18,1321,272,754,226,3.4028,67500,5.845132743362832,0.20590461771385316,3.336283185840708
-115.94,33.38,5,186,43,41,21,2.7,58800,8.857142857142858,0.23118279569892472,1.9523809523809523
-115.95,33.28,12,99,25,37,17,1.8958,53800,5.823529411764706,0.25252525252525254,2.176470588235294
-115.96,33.3,27,322,81,112,57,1.125,54400,5.649122807017544,0.2515527950310559,1.9649122807017543
-115.98,33.32,8,240,46,63,24,1.4688,53800,10.0,0.19166666666666668,2.625
-115.99,33.4,15,1945,536,515,273,2.0109,54300,7.124542124542124,0.27557840616966583,1.8864468864468864
-116.0,33.19,16,245,57,81,33,1.2639,51300,7.424242424242424,0.23265306122448978,2.4545454545454546
-116.0,32.74,26,1134,280,329,158,1.4338,43900,7.177215189873418,0.24691358024691357,2.0822784810126582
-116.01,33.51,24,2985,958,4042,905,1.7344,66400,3.298342541436464,0.32093802345058625,4.466298342541436
-116.01,33.41,20,1996,515,659,295,2.8684,62800,6.766101694915254,0.25801603206412826,2.233898305084746
-116.02,34.18,8,569,97,312,96,4.3021,94500,5.927083333333333,0.1704745166959578,3.25
-116.05,34.12,19,301,65,150,56,3.125,65600,5.375,0.2159468438538206,2.6785714285714284
-116.05,33.33,17,290,94,135,57,1.7292,81300,5.087719298245614,0.32413793103448274,2.3684210526315788
-116.06,34.2,29,1202,290,383,156,1.3371,66900,7.705128205128205,0.24126455906821964,2.4551282051282053
-116.06,34.15,15,10377,2331,4507,1807,2.2466,66800,5.742667404537908,0.2246313963573287,2.4941892639734364
-116.08,33.86,16,381,89,182,75,2.425,76100,5.08,0.2335958005249344,2.4266666666666667
-116.09,34.15,13,9444,1997,4166,1482,2.6111,65600,6.372469635627531,0.2114570097416349,2.8110661268556005
-116.11,33.64,20,1273,354,1548,355,2.0871,84700,3.5859154929577466,0.27808326787117044,4.3605633802816905
-116.12,33.53,17,2421,820,2971,685,1.654,100000,3.5343065693430655,0.33870301528294094,4.337226277372263
-116.14,34.22,32,3298,1228,763,360,1.875,47800,9.161111111111111,0.37234687689508794,2.1194444444444445
-116.15,34.14,18,3312,705,1251,512,3.0139,82600,6.46875,0.2128623188405797,2.443359375
-116.15,33.69,22,197,54,331,70,2.9286,112500,2.8142857142857145,0.27411167512690354,4.728571428571429
-116.15,33.64,10,1711,499,1896,443,1.6557,65400,3.8623024830699775,0.29164231443600236,4.279909706546276
-116.16,33.68,12,1230,277,1334,260,2.2679,61400,4.730769230769231,0.2252032520325203,5.130769230769231
-116.17,33.67,18,3585,800,3873,788,2.5714,65900,4.549492385786802,0.22315202231520223,4.91497461928934
-116.17,33.66,22,639,203,664,153,1.9306,47500,4.176470588235294,0.31768388106416273,4.339869281045751
-116.17,33.53,13,1713,512,1978,442,2.1287,58600,3.8755656108597285,0.29889083479276124,4.475113122171946
-116.18,33.69,17,89,19,79,21,2.375,155000,4.238095238095238,0.21348314606741572,3.761904761904762
-116.18,33.67,25,2888,654,2940,660,2.2141,66700,4.375757575757576,0.22645429362880887,4.454545454545454
-116.19,33.67,16,1859,476,1994,477,1.7297,67500,3.89727463312369,0.2560516406670253,4.180293501048218
-116.2,33.7,26,2399,625,2654,535,2.2989,60600,4.48411214953271,0.26052521884118385,4.960747663551402
-116.2,33.63,23,1152,273,1077,235,2.5,96300,4.902127659574468,0.23697916666666666,4.582978723404255
-116.2,32.64,28,1608,409,567,254,1.4648,61800,6.330708661417323,0.2543532338308458,2.232283464566929
-116.21,33.75,22,894,192,830,202,3.0673,68200,4.425742574257426,0.21476510067114093,4.108910891089109
-116.21,33.72,28,2488,714,2891,676,2.3169,68900,3.6804733727810652,0.2869774919614148,4.2766272189349115
-116.21,33.71,19,3114,787,3157,772,1.7083,82200,4.033678756476684,0.2527296082209377,4.089378238341969
-116.21,33.68,34,584,176,625,166,1.5809,100000,3.5180722891566263,0.3013698630136986,3.7650602409638556
-116.21,33.66,19,1596,295,1201,282,3.8846,100900,5.659574468085107,0.18483709273182958,4.25886524822695
-116.22,36.0,14,1372,386,436,213,1.1471,32900,6.44131455399061,0.2813411078717201,2.0469483568075115
-116.22,34.21,23,1175,468,355,151,2.2083,42500,7.781456953642384,0.3982978723404255,2.3509933774834435
-116.22,33.74,26,4120,858,2918,815,3.3107,69400,5.0552147239263805,0.20825242718446602,3.5803680981595094
-116.22,33.73,38,1695,352,1279,305,2.1217,68500,5.557377049180328,0.20766961651917404,4.19344262295082
-116.22,33.72,28,826,258,979,245,1.7172,58800,3.3714285714285714,0.31234866828087166,3.9959183673469387
-116.22,33.7,9,3861,849,825,401,3.2833,124700,9.628428927680797,0.2198912198912199,2.057356608478803
-116.23,33.73,29,1133,221,918,239,2.8648,72100,4.7405857740585775,0.19505736981465135,3.8410041841004183
-116.23,33.72,32,4981,1326,3779,1186,1.7805,76900,4.199831365935919,0.26621160409556316,3.1863406408094437
-116.23,33.71,17,4874,1349,5032,1243,2.444,90000,3.921158487530169,0.2767747230201067,4.0482703137570395
-116.24,33.73,14,2774,566,1530,505,3.0682,104100,5.4930693069306935,0.20403749098774332,3.0297029702970297
-116.24,33.72,25,5236,1039,2725,935,3.775,93400,5.6,0.19843391902215432,2.914438502673797
-116.24,33.71,10,9033,2224,5525,1845,2.7598,95000,4.895934959349593,0.24620834717148235,2.994579945799458
-116.25,33.81,24,880,187,507,169,3.4583,67500,5.207100591715976,0.2125,3.0
-116.25,33.75,33,278,91,375,81,2.025,50000,3.432098765432099,0.3273381294964029,4.62962962962963
-116.25,33.69,5,1664,444,907,374,2.7667,92900,4.449197860962567,0.2668269230769231,2.4251336898395723
-116.26,33.65,3,7437,1222,574,302,10.2948,382400,24.625827814569536,0.16431356729864194,1.900662251655629
-116.26,33.07,17,934,284,452,184,1.9875,83700,5.076086956521739,0.30406852248394006,2.4565217391304346
-116.27,34.13,37,452,109,184,59,3.7292,65800,7.661016949152542,0.2411504424778761,3.1186440677966103
-116.29,33.74,6,12991,2555,4571,1926,4.7195,199300,6.745067497403946,0.19667462089138635,2.37331256490135
-116.29,33.72,5,3584,760,1097,470,3.1771,167400,7.625531914893617,0.21205357142857142,2.3340425531914892
-116.3,33.68,10,2387,481,863,304,2.8882,137500,7.8519736842105265,0.20150816925010473,2.838815789473684
-116.31,34.13,20,2352,556,1217,481,1.6063,55400,4.88981288981289,0.23639455782312926,2.5301455301455302
-116.31,33.67,15,2214,410,1152,350,2.9187,93400,6.325714285714286,0.18518518518518517,3.2914285714285714
-116.31,33.67,11,4686,851,2466,731,3.3333,91800,6.410396716826265,0.1816047801963295,3.3734610123119015
-116.31,33.66,7,4497,831,2248,713,3.6354,98000,6.307152875175316,0.1847898599066044,3.152875175315568
-116.32,34.14,18,1880,487,994,425,1.69,54200,4.423529411764706,0.2590425531914894,2.3388235294117647
-116.32,34.1,10,4256,861,1403,686,2.6618,81000,6.204081632653061,0.20230263157894737,2.045189504373178
-116.32,33.28,19,1791,367,327,185,3.3625,100000,9.68108108108108,0.20491345616973758,1.7675675675675675
-116.33,34.15,13,1808,411,735,320,1.5489,57400,5.65,0.22732300884955753,2.296875
-116.33,33.75,5,19107,3923,2880,1376,4.036,158500,13.885901162790697,0.20531742293400324,2.0930232558139537
-116.33,33.72,11,12327,2000,2450,1139,7.4382,353100,10.822651448639157,0.16224547740731726,2.151009657594381
-116.34,33.36,24,2746,514,731,295,3.3214,176400,9.308474576271186,0.18718135469774216,2.477966101694915
-116.35,34.13,9,1969,406,805,349,1.5491,62300,5.641833810888252,0.20619603859827323,2.306590257879656
-116.35,32.74,16,2595,606,1046,367,1.7137,110700,7.070844686648502,0.23352601156069364,2.8501362397820165
-116.36,33.88,11,12557,3098,2453,1232,1.7844,78500,10.19237012987013,0.24671497969260173,1.9910714285714286
-116.37,33.72,17,8626,1859,3497,1337,3.312,121300,6.451757666417352,0.215511245073035,2.6155572176514585
-116.37,33.69,7,8806,1542,858,448,7.8005,318100,19.65625,0.17510788099023394,1.9151785714285714
-116.37,33.19,12,4890,1152,1289,570,2.5795,98700,8.578947368421053,0.23558282208588957,2.26140350877193
-116.38,34.2,14,4985,1238,2517,954,2.0674,65000,5.2253668763102725,0.24834503510531594,2.638364779874214
-116.38,34.1,6,2104,348,841,320,4.1458,116300,6.575,0.16539923954372623,2.628125
-116.38,33.74,7,17579,3479,3581,1820,4.084,194500,9.65879120879121,0.19790659309403266,1.9675824175824175
-116.38,33.73,10,11836,2405,3811,1570,4.0079,134500,7.538853503184713,0.20319364650219668,2.427388535031847
-116.38,33.71,17,12509,2460,2737,1423,4.5556,258100,8.79058327477161,0.19665840594771763,1.9234012649332397
-116.39,34.15,15,5583,1149,2709,964,1.9779,73300,5.79149377593361,0.2058033315421816,2.8101659751037342
-116.39,33.82,15,11115,2257,4122,1653,2.7219,74400,6.724137931034483,0.20305892937471884,2.4936479128856623
-116.39,33.72,19,7646,1618,2496,1075,3.5569,128000,7.112558139534884,0.2116139157729532,2.321860465116279
-116.39,33.69,10,11659,2007,2186,1083,6.9833,238800,10.765466297322252,0.17214169311261687,2.018467220683287
-116.4,34.12,16,5648,1089,2524,1008,2.6739,78000,5.603174603174603,0.19281161473087818,2.503968253968254
-116.4,34.09,9,4855,872,2098,765,3.2723,97800,6.34640522875817,0.1796086508753862,2.742483660130719
-116.4,33.78,8,3059,500,612,208,6.8729,259200,14.70673076923077,0.16345210853220007,2.9423076923076925
-116.41,33.74,25,2475,476,910,387,3.3639,168800,6.395348837209302,0.1923232323232323,2.351421188630491
-116.41,33.74,17,4289,893,958,440,2.4659,177800,9.747727272727273,0.20820704126836093,2.1772727272727272
-116.42,33.79,12,7095,1260,1179,570,4.9444,285000,12.447368421052632,0.17758985200845667,2.068421052631579
-116.42,33.76,14,16921,2837,2524,1262,7.6281,341700,13.408082408874803,0.16766148572779385,2.0
-116.42,33.68,15,3895,782,900,529,2.2208,138300,7.362948960302457,0.20077021822849808,1.7013232514177694
-116.42,33.51,26,186,48,102,39,2.5625,103100,4.769230769230769,0.25806451612903225,2.6153846153846154
-116.43,34.1,17,6683,1296,2677,1227,2.4828,84000,5.4466177669111655,0.19392488403411642,2.1817440912795436
-116.43,33.81,8,6710,1343,2069,781,3.5223,115100,8.591549295774648,0.20014903129657227,2.649167733674776
-116.43,33.75,24,2596,438,473,237,3.7727,500001,10.953586497890296,0.1687211093990755,1.9957805907172996
-116.44,34.16,19,1867,361,758,321,2.8929,98100,5.816199376947041,0.19335832886984466,2.3613707165109035
-116.44,34.12,18,5584,1303,2250,1158,1.5823,72400,4.822107081174439,0.23334527220630372,1.9430051813471503
-116.44,33.93,17,5293,1266,1201,599,1.6849,88400,8.836393989983305,0.23918382769695826,2.005008347245409
-116.44,33.77,18,4872,1110,955,656,2.2439,97500,7.426829268292683,0.22783251231527094,1.4557926829268293
-116.44,33.74,5,846,249,117,67,7.9885,403300,12.626865671641792,0.29432624113475175,1.7462686567164178
-116.45,33.8,9,5534,1206,2283,1008,3.6161,99100,5.490079365079365,0.21792555113841705,2.2648809523809526
-116.45,33.78,16,5228,992,1177,639,3.0859,134600,8.181533646322379,0.18974751338944146,1.841940532081377
-116.45,32.65,22,2680,643,1644,516,2.1949,127100,5.1937984496124034,0.23992537313432835,3.186046511627907
-116.46,33.82,6,4863,920,3010,828,3.9508,104200,5.8731884057971016,0.18918363150318734,3.635265700483092
-116.46,33.78,33,2565,745,2301,638,2.5477,83000,4.02037617554859,0.290448343079922,3.6065830721003134
-116.47,34.07,22,5473,1234,2581,1098,1.9375,65300,4.984517304189436,0.22547049150374565,2.3506375227686704
-116.47,33.94,18,2233,471,919,388,3.2578,85200,5.755154639175258,0.2109270040304523,2.368556701030928
-116.47,33.84,3,9169,1512,3838,1270,4.3111,142500,7.219685039370079,0.16490347911440725,3.0220472440944883
-116.47,33.81,7,10105,2481,6274,2095,2.4497,90900,4.823389021479714,0.245522018802573,2.994749403341289
-116.47,33.78,27,1781,441,759,340,3.3162,113600,5.238235294117647,0.2476137001684447,2.2323529411764707
-116.48,33.94,10,3254,913,923,486,1.8,81000,6.695473251028806,0.2805777504609711,1.8991769547325104
-116.48,33.79,14,9425,2020,1711,1000,2.6298,145200,9.425,0.2143236074270557,1.711
-116.48,33.61,8,1294,272,457,199,2.9167,115300,6.50251256281407,0.21020092735703247,2.2964824120603016
-116.49,33.82,27,3316,636,2362,532,2.9569,65900,6.2330827067669174,0.19179734620024125,4.43984962406015
-116.49,33.8,13,8789,1875,1274,688,3.7396,148900,12.774709302325581,0.21333485038115826,1.8517441860465116
-116.5,33.98,5,4332,868,1420,567,4.0417,146400,7.64021164021164,0.20036934441366575,2.504409171075838
-116.5,33.95,10,7249,1882,4274,1621,1.6983,66600,4.471930906847625,0.2596220168299076,2.6366440468846393
-116.5,33.82,16,343,85,29,14,2.1042,87500,24.5,0.2478134110787172,2.0714285714285716
-116.5,33.81,26,5032,1229,3086,1183,2.5399,94800,4.253592561284869,0.2442368839427663,2.6086221470836857
-116.5,33.69,20,4810,1074,1304,740,2.25,248100,6.5,0.2232848232848233,1.7621621621621621
-116.51,34.85,15,3149,713,1281,486,2.0,64700,6.479423868312757,0.22642108605906636,2.6358024691358026
-116.51,34.45,21,8502,2634,2330,991,1.3811,51300,8.579212916246217,0.30980945659844744,2.3511604439959637
-116.51,33.96,16,4913,1395,2518,1132,1.4665,61100,4.340106007067138,0.2839405658457155,2.224381625441696
-116.51,33.94,12,3369,780,1315,584,1.7388,66000,5.7688356164383565,0.2315227070347284,2.2517123287671232
-116.51,33.89,21,1284,306,537,233,1.95,61000,5.510729613733906,0.2383177570093458,2.3047210300429186
-116.52,33.97,13,3921,754,1902,665,3.3616,89600,5.896240601503759,0.19229788319306299,2.8601503759398494
-116.52,33.85,13,7559,1444,3189,1105,3.4886,112500,6.840723981900452,0.1910305595978304,2.885972850678733
-116.52,33.84,17,4465,859,853,445,3.6875,130400,10.03370786516854,0.1923852183650616,1.9168539325842697
-116.52,33.82,21,10227,2315,3623,1734,2.5212,145200,5.897923875432526,0.22636159186467195,2.0893886966551327
-116.52,32.9,18,4454,852,1754,656,4.57,189900,6.789634146341464,0.19128872923215087,2.673780487804878
-116.53,33.95,18,2990,648,1280,532,2.625,68200,5.620300751879699,0.21672240802675585,2.406015037593985
-116.53,33.88,5,4423,763,1906,667,4.6855,125200,6.631184407796102,0.17250734795387745,2.8575712143928036
-116.53,33.85,16,10077,2186,3048,1337,2.9647,110900,7.537023186237846,0.21692964175845986,2.279730740463725
-116.53,33.84,28,8399,1839,3470,1340,2.5885,159000,6.267910447761194,0.2189546374568401,2.58955223880597
-116.53,33.78,18,2547,463,411,214,2.5489,220500,11.901869158878505,0.1817824892029839,1.9205607476635513
-116.54,33.81,31,6814,1714,2628,1341,2.1176,124100,5.081282624906786,0.2515409451130026,1.9597315436241611
-116.54,33.81,24,6087,1217,1721,833,3.1493,199400,7.307322929171669,0.19993428618367012,2.0660264105642256
